Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
MED12	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
MTMR2	0	0	1	0	3	1	0	0	0	5	3	3	29	10.344827586206897
NHSL1	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
NLRC5	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
PCIF1	1	0	0	0	3	1	0	0	0	5	3	3	29	10.344827586206897
PFAS	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
POLG	0	0	0	0	2	1	0	2	0	5	3	3	29	10.344827586206897
PRRC2C	0	0	0	0	4	1	0	0	0	5	3	3	29	10.344827586206897
PTPN23	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
PTPRZ1	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
PWWP2A	0	0	0	0	4	0	0	1	0	5	3	3	29	10.344827586206897
RRP1B	0	0	0	0	4	1	0	0	0	5	3	3	29	10.344827586206897
SDK1	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
SHANK1	0	0	0	0	3	2	0	0	0	5	3	3	29	10.344827586206897
SLC28A1	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
SLC9A5	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
SRCAP	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
TCHH	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
THBS3	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
TNRC6B	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
TOR4A	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
TRPV2	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
UNC13C	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
UNC79	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
USP36	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
USP6NL	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
WDR64	0	0	0	0	4	1	0	0	0	5	3	3	29	10.344827586206897
WNK1	0	1	0	0	4	0	0	0	0	5	3	3	29	10.344827586206897
ZNF142	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
ZNF335	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
ZNF560	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
ZNF675	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
ZNF746	0	0	0	0	5	0	0	0	0	5	3	3	29	10.344827586206897
ZZEF1	0	0	0	0	4	1	0	0	0	5	3	3	29	10.344827586206897
ADAMTS16	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
ALMS1	0	1	0	0	3	0	0	0	0	4	3	3	29	10.344827586206897
ASAP2	0	0	0	0	3	0	0	1	0	4	3	3	29	10.344827586206897
ATP8A2	0	0	0	0	3	0	0	1	0	4	3	3	29	10.344827586206897
BPGM	0	0	1	0	3	0	0	0	0	4	3	3	29	10.344827586206897
BRICD5	0	0	1	0	2	1	0	0	0	4	3	3	29	10.344827586206897
CCAR1	1	0	0	0	3	0	0	0	0	4	3	3	29	10.344827586206897
CNOT6L	0	1	0	0	3	0	0	0	0	4	3	3	29	10.344827586206897
CSRNP2	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
DLEC1	0	0	1	0	3	0	0	0	0	4	3	3	29	10.344827586206897
DNA2	1	0	0	0	2	1	0	0	0	4	3	3	29	10.344827586206897
EGR2	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
ENPP1	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
FBH1	0	0	0	0	3	1	0	0	0	4	3	3	29	10.344827586206897
FBN1	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
FGFR1	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
FZD9	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
GPR180	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
GPR50	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
GREB1	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
GRM1	1	0	0	0	3	0	0	0	0	4	3	3	29	10.344827586206897
IL17REL	0	1	0	0	3	0	0	0	0	4	3	3	29	10.344827586206897
INPP5D	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
IQCE	0	0	0	0	3	1	0	0	0	4	3	3	29	10.344827586206897
ITGA10	1	0	0	0	3	0	0	0	0	4	3	3	29	10.344827586206897
ITGAX	0	0	0	0	3	1	0	0	0	4	3	3	29	10.344827586206897
ITPR2	0	0	0	0	3	1	0	0	0	4	3	3	29	10.344827586206897
JADE3	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
KCP	0	1	0	0	3	0	0	0	0	4	3	3	29	10.344827586206897
KIAA1586	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
LRFN1	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
LRRC7	0	0	0	0	3	1	0	0	0	4	3	3	29	10.344827586206897
LRRIQ1	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
MEFV	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
MEGF6	0	1	0	0	2	1	0	0	0	4	3	3	29	10.344827586206897
MROH1	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
MYOCD	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
MYT1	0	1	0	0	3	0	0	0	0	4	3	3	29	10.344827586206897
NEURL1B	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
NFASC	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
NHS	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
OGDH	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
PACS1	0	0	0	0	3	1	0	0	0	4	3	3	29	10.344827586206897
PANX2	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
PAPSS1	0	0	0	0	3	1	0	0	0	4	3	3	29	10.344827586206897
PARP3	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
PCDHB1	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
PITRM1	0	0	0	0	3	1	0	0	0	4	3	3	29	10.344827586206897
PLB1	0	0	0	0	3	1	0	0	0	4	3	3	29	10.344827586206897
PON2	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
PRDM15	0	0	0	0	3	1	0	0	0	4	3	3	29	10.344827586206897
RALGAPA2	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
RHBDF2	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
RIPOR2	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
SCARF2	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
SCN11A	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
SENP1	1	0	0	0	3	0	0	0	0	4	3	3	29	10.344827586206897
SGSM2	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
SHROOM1	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
SIDT2	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
SORBS2	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
SOX1	1	0	1	0	2	0	0	0	0	4	3	3	29	10.344827586206897
SPAG9	0	0	0	0	2	2	0	0	0	4	3	3	29	10.344827586206897
SPATA2	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
SPATA31E1	1	0	0	0	3	0	0	0	0	4	3	3	29	10.344827586206897
SREBF1	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
SRRM1	0	0	1	0	3	0	0	0	0	4	3	3	29	10.344827586206897
SSTR5	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
STOML2	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
TBCE	0	0	0	0	3	1	0	0	0	4	3	3	29	10.344827586206897
TECPR1	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
TJP1	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
TMC7	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
TOPBP1	0	1	0	0	3	0	0	0	0	4	3	3	29	10.344827586206897
TPTE	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
TRIO	1	0	0	0	3	0	0	0	0	4	3	3	29	10.344827586206897
TRIP11	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
TTC8	1	0	0	0	3	0	0	0	0	4	3	3	29	10.344827586206897
TTF2	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
UBR1	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
WASF3	0	0	0	0	3	0	0	1	0	4	3	3	29	10.344827586206897
YTHDC2	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
ZNF407	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
ZNF786	0	0	0	0	4	0	0	0	0	4	3	3	29	10.344827586206897
ABCC9	0	0	0	0	2	1	0	0	0	3	3	3	29	10.344827586206897
ABCG8	0	0	0	0	3	0	0	0	0	3	3	3	29	10.344827586206897
AC008397.2	0	0	0	0	3	0	0	0	0	3	3	3	29	10.344827586206897
ACVR1	0	0	0	0	3	0	0	0	0	3	3	3	29	10.344827586206897
ADAM23	0	0	0	0	2	0	0	1	0	3	3	3	29	10.344827586206897
AGAP3	0	0	0	0	3	0	0	0	0	3	3	3	29	10.344827586206897
AKAP9	0	0	0	0	3	0	0	0	0	3	3	3	29	10.344827586206897
AMMECR1L	0	0	0	0	3	0	0	0	0	3	3	3	29	10.344827586206897
ARAP2	0	0	0	0	3	0	0	0	0	3	3	3	29	10.344827586206897
ARHGAP25	0	0	0	0	3	0	0	0	0	3	3	3	29	10.344827586206897
ARHGAP44	0	0	0	0	2	0	0	1	0	3	3	3	29	10.344827586206897
ARHGEF3	0	0	0	0	3	0	0	0	0	3	3	3	29	10.344827586206897
ARHGEF7	0	0	0	0	3	0	0	0	0	3	3	3	29	10.344827586206897
ATP2B2	0	0	0	0	3	0	0	0	0	3	3	3	29	10.344827586206897
ATP7B	0	0	0	0	3	0	0	0	0	3	3	3	29	10.344827586206897
BMP2K	0	0	0	0	3	0	0	0	0	3	3	3	29	10.344827586206897
BMPR1B	0	0	0	0	2	0	0	1	0	3	3	3	29	10.344827586206897
BMPR2	0	0	0	0	3	0	0	0	0	3	3	3	29	10.344827586206897
CCIN	0	0	0	0	3	0	0	0	0	3	3	3	29	10.344827586206897
CDC45	0	0	0	0	1	1	0	1	0	3	3	3	29	10.344827586206897
CDS1	0	0	0	0	3	0	0	0	0	3	3	3	29	10.344827586206897
CEP83	0	0	0	0	3	0	0	0	0	3	3	3	29	10.344827586206897
CFAP221	0	0	0	0	2	1	0	0	0	3	3	3	29	10.344827586206897
CFAP46	0	0	0	0	3	0	0	0	0	3	3	3	29	10.344827586206897
CLMN	0	0	0	0	3	0	0	0	0	3	3	3	29	10.344827586206897
COL25A1	0	0	0	0	3	0	0	0	0	3	3	3	29	10.344827586206897
COL9A2	0	0	0	0	3	0	0	0	0	3	3	3	29	10.344827586206897
