Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
NCLN	0	0	0	0	0	1	2	0	3	3	3	60	5
NF2	2	0	0	0	0	1	0	0	3	3	3	60	5
RPL10	0	0	0	0	3	0	0	0	3	3	3	60	5
SMARCA5	0	0	0	0	1	0	2	0	3	3	3	60	5
WDR13	0	0	0	0	0	0	2	1	3	3	3	60	5
ZNF43	0	0	0	0	3	0	0	0	3	3	3	60	5
ZNF761	0	0	0	0	3	0	0	0	3	3	3	60	5
LRP1	0	0	0	0	0	0	95	0	95	2	2	60	3.3333333333333335
HSPG2	0	0	0	0	0	0	78	0	78	2	2	60	3.3333333333333335
FLNA	0	0	0	0	0	0	58	0	58	2	2	60	3.3333333333333335
TLN1	0	0	0	0	0	0	58	0	58	2	2	60	3.3333333333333335
STAB1	0	0	0	0	0	0	44	0	44	2	2	60	3.3333333333333335
LAMB2	0	0	0	0	0	0	42	0	42	2	2	60	3.3333333333333335
COL3A1	0	0	0	0	2	0	36	0	38	2	2	60	3.3333333333333335
PLEC	0	0	0	0	0	0	38	0	38	2	2	60	3.3333333333333335
FASN	0	0	0	0	0	0	36	0	36	2	2	60	3.3333333333333335
PLXNB2	0	0	0	0	0	0	36	0	36	2	2	60	3.3333333333333335
DYNC1H1	0	0	0	0	0	0	35	0	35	2	2	60	3.3333333333333335
EIF4G1	0	0	0	0	0	0	34	0	34	2	2	60	3.3333333333333335
COL1A2	0	0	0	0	0	0	33	0	33	2	2	60	3.3333333333333335
LAMA5	0	0	0	0	0	0	28	0	28	2	2	60	3.3333333333333335
C3	0	0	0	0	0	0	27	0	27	2	2	60	3.3333333333333335
EIF4G2	0	0	0	0	0	0	27	0	27	2	2	60	3.3333333333333335
GANAB	0	0	0	0	0	0	27	0	27	2	2	60	3.3333333333333335
UBA1	0	0	0	0	0	0	24	0	24	2	2	60	3.3333333333333335
ACADVL	0	0	0	0	0	0	21	0	21	2	2	60	3.3333333333333335
GRN	0	0	0	0	0	0	21	0	21	2	2	60	3.3333333333333335
NOTCH3	0	0	0	0	0	0	21	0	21	2	2	60	3.3333333333333335
THBS1	0	0	0	0	0	0	21	0	21	2	2	60	3.3333333333333335
MYH9	0	0	0	0	0	0	20	0	20	2	2	60	3.3333333333333335
TRIM28	0	0	0	0	0	0	20	0	20	2	2	60	3.3333333333333335
ERBB2	0	0	0	0	0	0	19	0	19	2	2	60	3.3333333333333335
LTBP3	0	0	0	0	0	0	19	0	19	2	2	60	3.3333333333333335
SPTAN1	0	0	0	0	0	0	19	0	19	2	2	60	3.3333333333333335
COL4A1	0	0	0	0	0	0	18	0	18	2	2	60	3.3333333333333335
HUWE1	0	0	0	0	0	0	18	0	18	2	2	60	3.3333333333333335
A2M	0	0	0	0	0	0	17	0	17	2	2	60	3.3333333333333335
ATP1A1	0	0	0	0	0	0	17	0	17	2	2	60	3.3333333333333335
DDX5	0	0	0	0	0	0	17	0	17	2	2	60	3.3333333333333335
EEF2	0	0	0	0	0	0	17	0	17	2	2	60	3.3333333333333335
HDLBP	0	0	0	0	0	0	17	0	17	2	2	60	3.3333333333333335
PRKCSH	0	0	0	0	0	0	17	0	17	2	2	60	3.3333333333333335
AEBP1	0	0	0	0	0	0	15	1	16	2	2	60	3.3333333333333335
CLTC	0	0	0	0	0	0	16	0	16	2	2	60	3.3333333333333335
COL4A2	0	0	0	0	0	0	16	0	16	2	2	60	3.3333333333333335
CHD4	0	0	0	0	0	0	15	0	15	2	2	60	3.3333333333333335
PIEZO1	0	0	0	0	0	0	15	0	15	2	2	60	3.3333333333333335
PTPRF	0	0	0	0	0	0	15	0	15	2	2	60	3.3333333333333335
AUP1	0	0	0	0	0	0	14	0	14	2	2	60	3.3333333333333335
COL7A1	0	0	0	0	0	0	14	0	14	2	2	60	3.3333333333333335
CTNNB1	0	0	0	0	0	0	14	0	14	2	2	60	3.3333333333333335
VCP	0	1	0	0	0	0	13	0	14	2	2	60	3.3333333333333335
FLII	0	0	0	0	0	0	13	0	13	2	2	60	3.3333333333333335
FN1	0	0	2	0	0	0	11	0	13	2	2	60	3.3333333333333335
MCAM	0	0	0	0	0	0	13	0	13	2	2	60	3.3333333333333335
MRC2	0	0	0	0	0	0	13	0	13	2	2	60	3.3333333333333335
QARS	0	0	0	0	0	0	13	0	13	2	2	60	3.3333333333333335
SNRNP200	0	0	0	0	0	0	13	0	13	2	2	60	3.3333333333333335
COL12A1	0	0	0	0	0	0	12	0	12	2	2	60	3.3333333333333335
DDOST	0	0	0	0	0	0	12	0	12	2	2	60	3.3333333333333335
HNRNPA2B1	0	0	0	0	0	0	12	0	12	2	2	60	3.3333333333333335
NCL	0	0	0	0	0	0	12	0	12	2	2	60	3.3333333333333335
COL6A1	0	0	0	0	1	0	10	0	11	2	2	60	3.3333333333333335
CTSA	0	0	0	0	0	0	11	0	11	2	2	60	3.3333333333333335
HYOU1	0	0	0	0	0	0	11	0	11	2	2	60	3.3333333333333335
MACF1	0	0	0	0	0	0	11	0	11	2	2	60	3.3333333333333335
MGAT4B	0	0	0	0	0	0	11	0	11	2	2	60	3.3333333333333335
MMP14	0	0	0	0	0	0	11	0	11	2	2	60	3.3333333333333335
PLXNA1	0	0	0	0	0	0	11	0	11	2	2	60	3.3333333333333335
RNF213	0	0	0	0	0	0	11	0	11	2	2	60	3.3333333333333335
TXNIP	0	0	0	0	0	0	11	0	11	2	2	60	3.3333333333333335
ZYX	0	0	0	0	0	0	11	0	11	2	2	60	3.3333333333333335
BCAM	0	0	0	0	0	0	10	0	10	2	2	60	3.3333333333333335
CALR	0	0	0	0	0	0	10	0	10	2	2	60	3.3333333333333335
CAPN1	0	0	0	0	0	0	10	0	10	2	2	60	3.3333333333333335
COL6A2	0	0	0	0	0	0	10	0	10	2	2	60	3.3333333333333335
GNB2	0	0	0	0	0	0	10	0	10	2	2	60	3.3333333333333335
ITPR3	0	0	0	0	0	0	10	0	10	2	2	60	3.3333333333333335
LMNA	0	0	0	0	0	0	10	0	10	2	2	60	3.3333333333333335
P4HB	0	0	0	0	0	0	10	0	10	2	2	60	3.3333333333333335
SF1	0	0	0	0	0	0	10	0	10	2	2	60	3.3333333333333335
SF3B1	0	0	0	0	0	0	10	0	10	2	2	60	3.3333333333333335
SUPT5H	0	0	0	0	0	0	10	0	10	2	2	60	3.3333333333333335
C1R	0	0	0	0	0	0	9	0	9	2	2	60	3.3333333333333335
COPA	0	0	0	0	0	0	9	0	9	2	2	60	3.3333333333333335
HNRNPU	0	0	0	0	0	0	9	0	9	2	2	60	3.3333333333333335
ITGA3	0	0	0	0	0	0	9	0	9	2	2	60	3.3333333333333335
MMP9	0	0	0	0	0	0	9	0	9	2	2	60	3.3333333333333335
TPP1	0	0	0	0	0	0	9	0	9	2	2	60	3.3333333333333335
TTYH3	0	0	0	0	0	0	9	0	9	2	2	60	3.3333333333333335
ADAR	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
ARHGEF1	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
CD151	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
CD63	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
CDK16	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
CERS2	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
CPSF1	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
CSF1R	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
DCTN1	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
DST	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
EIF3G	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
ERGIC3	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
GLUD2	0	0	0	0	8	0	0	0	8	2	2	60	3.3333333333333335
GNAS	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
GRINA	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
KIAA0100	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
KMT2D	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
MVP	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
PSMB4	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
SF3B2	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
SGK1	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
SLC25A39	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
SLC44A2	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
SLC4A2	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
SMC1A	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
STAT6	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
TCIRG1	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
TNFRSF1A	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
TYMP	0	0	0	0	0	0	8	0	8	2	2	60	3.3333333333333335
ABCA2	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
AC093512.2	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
AP2M1	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
ARHGDIA	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
CD68	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
CHD3	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
CLSTN1	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
COL18A1	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
CYC1	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
DDB1	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
DDX3X	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
DRAP1	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
FLOT2	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
H3F3C	0	0	0	1	6	0	0	0	7	2	2	60	3.3333333333333335
HNRNPUL2	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
IMPDH2	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
IRAK1	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
KDM5C	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
LARP1	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
MAN2B1	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
OS9	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
POLR2A	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
PSAP	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
PSMC5	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
SEC61A1	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
SLC2A1	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
SPTBN1	0	0	0	0	0	0	7	0	7	2	2	60	3.3333333333333335
ACTG1	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
ADAM15	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
AKT1	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
APEH	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
ARAP1	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
ATP5F1B	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
CALM3	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
COL5A2	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
CORO1B	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
CRIP2	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
DBNL	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
DDX17	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
DVL3	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
ENG	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
GPX4	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
HCFC1	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
HSF1	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
IFI30	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
ILK	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
IQGAP1	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
KHSRP	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
MKNK2	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
MTSS1L	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
MUC1	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
NCOR2	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
NPDC1	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
PFKL	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
PPDPF	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
PPP1CA	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
PRPF19	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
SRPRA	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
SRSF5	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
SSRP1	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
STAT3	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
TMBIM6	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
TUBB4B	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
UQCRC1	0	0	0	0	0	0	6	0	6	2	2	60	3.3333333333333335
ACTB	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
ACTN4	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
AP3D1	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
ARF1	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
ARSA	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
ATN1	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
BGN	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
BOP1	0	0	0	0	1	0	4	0	5	2	2	60	3.3333333333333335
CAPG	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
CAPNS1	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
CD74	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
CIRBP	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
COPB2	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
CSK	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
DBN1	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
ELF3	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
FAM129B	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
FASTK	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
GCN1	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
GNAI2	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
GSTP1	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
IDH2	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
ITGA6	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
KRT10	0	0	1	0	0	0	4	0	5	2	2	60	3.3333333333333335
LAMB1	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
LTBR	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
MDK	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
MINK1	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
NUCB1	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
PABPC4	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
PCOLCE	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
PIGT	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
PKN1	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
PLD3	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
PLEKHM2	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
POR	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
PPP2R1A	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
PSME1	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
RNF10	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
SBF1	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
SFPQ	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
SLC25A3	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
SRRM2	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
SUN2	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
SYVN1	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
TMEM147	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
TNFAIP2	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
UBR4	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
UBXN6	0	0	0	0	0	0	5	0	5	2	2	60	3.3333333333333335
ATP13A1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
ATP5F1D	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
ATP6V0D1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
BSG	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
CAPRIN1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
CCT4	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
CDK4	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
CPNE1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
CSDE1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
CTSD	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
DUSP1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
EFEMP1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
EIF3I	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
EIF6	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
ELOVL1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
EMC10	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
FLNB	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
FUBP1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
FURIN	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
GATAD2A	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
GPAA1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
GPC1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
GSN	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
GSTK1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
HDGF	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
HEXB	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
HSD17B10	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
HSPA8	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
INPPL1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
ITGB1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
ITGB2	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
JAK3	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
JUP	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
KRT19	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
LENG8	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
MAZ	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
MDH2	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
MLF2	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
MTA2	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
MYBBP1A	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
MYO9B	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
NACA2	0	0	0	0	4	0	0	0	4	2	2	60	3.3333333333333335
OAZ1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
OGDH	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
OGT	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
PBXIP1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
PDIA6	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
PER1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
PLCG1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
PLTP	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
PRRC2C	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
PSMB10	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
PTGDS	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
PTMS	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
RACK1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
RPL8	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
SEPT9	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
SLC25A1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
SLC2A4RG	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
SLC3A2	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
SQSTM1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
SREBF1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
SRSF1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
SSR4	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
ST14	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
SUPT6H	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
TAGLN	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
TMEM63A	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
TMSB10	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
TNRC18	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
TOP2A	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
TRPM4	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
TUFM	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
UBXN1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
UPF1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
USP11	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
VIM	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
WDR1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
WNK1	0	0	0	0	0	0	4	0	4	2	2	60	3.3333333333333335
ABCA1	0	0	0	0	0	0	3	0	3	2	2	60	3.3333333333333335
ACAP3	0	0	0	0	0	0	3	0	3	2	2	60	3.3333333333333335
ACIN1	0	0	0	0	0	0	3	0	3	2	2	60	3.3333333333333335
ACLY	0	0	0	0	0	0	3	0	3	2	2	60	3.3333333333333335
ADRM1	0	0	0	0	0	0	3	0	3	2	2	60	3.3333333333333335
