Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	Missense_Mutation	Nonsense_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
FAM45A	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
FASN	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
FBXO15	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
FCGBP	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
FGF4	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
FLG	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
FLT3LG	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
FOXL2	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
FYB1	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
FZD3	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
GOLGA6L6	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
GPR150	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
GRIK4	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
HBB	0	0	0	0	0	1	0	1	1	1	18	5.555555555555555
HDAC4	0	0	0	0	1	0	0	1	1	1	18	5.555555555555555
HERC4	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
HIVEP2	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
HKR1	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
HLA-A	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
HLA-B	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
HOXB4	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
IDNK	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
IGF2R	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
IGFBP2	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
IGFN1	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
IL17RC	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
IRX1	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
KBTBD11	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
KCNMA1	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
KCNQ5	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
KCTD14	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
KIAA0100	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
KIF15	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
KIR2DL3	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
KLF18	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
KMT2D	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
LAIR2	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
LGALS16	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
LILRA2	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
LILRB3	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
LINC01344	0	0	0	0	0	1	0	1	1	1	18	5.555555555555555
LINGO3	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
LIPN	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
LPGAT1	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
LRP5	0	0	1	0	0	0	0	1	1	1	18	5.555555555555555
LRRC75B	0	0	0	0	0	0	1	1	1	1	18	5.555555555555555
MAF1	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
MAP1A	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
MAP3K10	0	0	0	0	0	0	1	1	1	1	18	5.555555555555555
MAP3K9	0	0	1	0	0	0	0	1	1	1	18	5.555555555555555
MARCH11	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
MCM3AP	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
MCUR1	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
MEIOB	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
MEX3B	0	0	1	0	0	0	0	1	1	1	18	5.555555555555555
MLLT6	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
MRPL34	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
MRPS26	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
MSN	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
MT-CO2	0	1	0	0	0	0	0	1	1	1	18	5.555555555555555
MUC12	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
MXD1	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
MYCBP2	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
MYO15A	0	0	0	0	0	1	0	1	1	1	18	5.555555555555555
NACC2	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
NBPF11	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
NDRG3	0	0	0	0	1	0	0	1	1	1	18	5.555555555555555
NOM1	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
NOTCH3	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
NPIPA5	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
NPIPB15	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
NPIPB2	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
NRBP2	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
NUP210L	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
NWD2	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
OR7G1	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
OTUD1	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
PAPOLA	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
PAX6	0	0	0	0	1	0	0	1	1	1	18	5.555555555555555
PDCD6IP	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
PHF2P2	0	0	0	0	0	1	0	1	1	1	18	5.555555555555555
PHLPP1	0	0	1	0	0	0	0	1	1	1	18	5.555555555555555
PI4K2A	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
PIK3CA	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
PIP4P2	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
PPP1R32	0	0	0	0	0	1	0	1	1	1	18	5.555555555555555
PRDM2	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
PRR16	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
PRRC2C	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
PRSS1	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
PRSS2	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
PSMB5	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
PSMG4	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
RAB7B	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
RAMP2	0	0	1	0	0	0	0	1	1	1	18	5.555555555555555
REST	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
RFXAP	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
RIN3	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
RPS6KA6	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
SCUBE2	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
SEC31A	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
SEMA7A	0	0	0	0	0	1	0	1	1	1	18	5.555555555555555
SEMG2	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
SGSM3	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
SH3BP1	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
SH3GL2	0	0	0	0	0	0	1	1	1	1	18	5.555555555555555
SIAH2	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
SLC10A4	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
SLC22A17	0	0	0	0	0	1	0	1	1	1	18	5.555555555555555
SLC4A2	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
SMG6	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
SOGA3	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
SOX1	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
SOX4	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
SP8	0	0	1	0	0	0	0	1	1	1	18	5.555555555555555
SPATA31E1	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
SPTBN2	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
STRBP	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
SUSD2	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
TAF3	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
TCERG1	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
TG	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
TKFC	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
TNKS2	0	1	0	0	0	0	0	1	1	1	18	5.555555555555555
TRAIP	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
TRAPPC3L	0	0	0	0	1	0	0	1	1	1	18	5.555555555555555
TRPV5	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
TWISTNB	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
UGGT1	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
UNC79	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
VWA8	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
WDR66	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
ZC3H12D	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
ZDHHC21	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
ZFP36L2	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
ZIC5	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
ZNF106	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
ZNF296	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
ZNF320	1	0	0	0	0	0	0	1	1	1	18	5.555555555555555
ZNF347	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
ZNF442	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
ZNF678	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
ZNF696	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
ZNF749	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
ZNF780B	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
ZNF845	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
ZNRF3	0	0	0	1	0	0	0	1	1	1	18	5.555555555555555
