Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	Missense_Mutation	Nonsense_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
FUBP1	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
GCC2	0	1	0	0	0	0	0	1	1	1	24	4.166666666666666
GDPGP1	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
GEMIN8	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
GHDC	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
GLG1	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
GLI3	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
GLUL	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
GPR137C	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
GPR150	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
GPR162	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
GPR6	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
GTPBP4	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
HOXD9	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
HRC	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
HSPA12B	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
HSPB2	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
IDH2	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
IGHV3-30	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
IK	1	0	0	0	0	0	0	1	1	1	24	4.166666666666666
INAFM1	0	0	0	0	0	0	1	1	1	1	24	4.166666666666666
IRX1	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
IRX2	0	0	0	0	0	0	1	1	1	1	24	4.166666666666666
JAG2	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
KCNC2	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
KCNH4	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
KCNN3	0	0	1	0	0	0	0	1	1	1	24	4.166666666666666
KCNS2	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
KCTD17	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
KIAA2012	0	1	0	0	0	0	0	1	1	1	24	4.166666666666666
KIF13B	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
KIR2DL4	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
KL	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
KLHL15	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
KLRD1	1	0	0	0	0	0	0	1	1	1	24	4.166666666666666
LAMA5	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
LARP7	0	1	0	0	0	0	0	1	1	1	24	4.166666666666666
LILRB4	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
LRP1	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
LRP2	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
MAGEE1	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
MAPK8IP2	0	0	1	0	0	0	0	1	1	1	24	4.166666666666666
MFHAS1	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
MT-CO1	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
MUC12	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
MUC4	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
NBPF10	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
NBPF11	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
NCOR2	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
NEK10	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
NF1	0	0	0	0	1	0	0	1	1	1	24	4.166666666666666
NKX2-3	1	0	0	0	0	0	0	1	1	1	24	4.166666666666666
NPC1L1	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
NPM1	0	0	1	0	0	0	0	1	1	1	24	4.166666666666666
OGT	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
ONECUT2	0	0	1	0	0	0	0	1	1	1	24	4.166666666666666
OR4A8	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
OTUD4	0	0	1	0	0	0	0	1	1	1	24	4.166666666666666
PAN3	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PCDH7	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PCDH8	0	0	1	0	0	0	0	1	1	1	24	4.166666666666666
PCNT	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PDXK	0	0	0	0	0	0	1	1	1	1	24	4.166666666666666
PECAM1	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PIGX	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PIK3R1	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PJA2	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PKP3	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PLEKHH3	1	0	0	0	0	0	0	1	1	1	24	4.166666666666666
POTEM	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
POU6F2	0	0	1	0	0	0	0	1	1	1	24	4.166666666666666
PRR12	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
PRRC2C	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PRRT1B	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PRSS36	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PTPN11	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PTPN23	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PXDN	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
QRICH1	0	0	1	0	0	0	0	1	1	1	24	4.166666666666666
RASL12	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
RCC2	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
RCOR1	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
RHPN2	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
RNF128	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
RNF225	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
RPP25	0	0	0	0	0	0	1	1	1	1	24	4.166666666666666
RRM1	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
RTN4R	0	0	1	0	0	0	0	1	1	1	24	4.166666666666666
SAMD1	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SCRT2	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SEMA3B	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SEMA6B	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SHANK1	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SMARCC2	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SOCS2	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SOX21	0	0	1	0	0	0	0	1	1	1	24	4.166666666666666
SPDYE16	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SPEG	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SPSB3	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SRSF2	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SUSD2	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SUSD3	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SWAP70	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
SYCP1	0	1	0	0	0	0	0	1	1	1	24	4.166666666666666
TCP11X2	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TEX13C	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TMEM64	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TMUB1	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TPGS1	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TRAF3	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TRAF3IP3	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TRAV1-1	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TRBV7-4	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TRIOBP	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TRO	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TRPM4	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
UBE2QL1	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
UBXN2B	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
USP24	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
UTP20	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
YIF1B	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
ZFP92	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
ZMYND15	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
ZNF112	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
ZNF28	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
ZNF3	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
ZNF43	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
ZNF436	0	0	1	0	0	0	0	1	1	1	24	4.166666666666666
ZNF544	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
ZNF594	0	1	0	0	0	0	0	1	1	1	24	4.166666666666666
ZNF66	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
ZNF665	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
ZNF786	0	0	1	0	0	0	0	1	1	1	24	4.166666666666666
ZNF813	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
ZNF814	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
ZNF845	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
ZNF850	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
ZNF93	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
ZSCAN2	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
