Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	Missense_Mutation	Nonsense_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
YIF1B	0	0	0	1	0	0	0	1	1	1	19	5.263157894736842
ZFP92	0	0	0	1	0	0	0	1	1	1	19	5.263157894736842
ZMYND15	0	0	0	0	0	1	0	1	1	1	19	5.263157894736842
ZNF112	0	0	0	1	0	0	0	1	1	1	19	5.263157894736842
ZNF28	0	0	0	1	0	0	0	1	1	1	19	5.263157894736842
ZNF3	0	0	0	1	0	0	0	1	1	1	19	5.263157894736842
ZNF43	0	0	0	1	0	0	0	1	1	1	19	5.263157894736842
ZNF436	0	0	1	0	0	0	0	1	1	1	19	5.263157894736842
ZNF544	0	0	0	1	0	0	0	1	1	1	19	5.263157894736842
ZNF594	0	1	0	0	0	0	0	1	1	1	19	5.263157894736842
ZNF66	0	0	0	1	0	0	0	1	1	1	19	5.263157894736842
ZNF786	0	0	1	0	0	0	0	1	1	1	19	5.263157894736842
ZNF814	0	0	0	1	0	0	0	1	1	1	19	5.263157894736842
ZNF845	0	0	0	1	0	0	0	1	1	1	19	5.263157894736842
ZNF93	0	0	0	1	0	0	0	1	1	1	19	5.263157894736842
