Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
GSG1L	0	0	1	0	0	0	0	0	1	1	1	13	7.6923076923076925
GTPBP6	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
GYS1	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
HEY1	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
HLA-A	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
IFT140	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
IRX1	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
ITGA7	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
KCNK17	0	0	0	0	0	0	1	0	1	1	1	13	7.6923076923076925
KIF13B	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
KIF1B	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
KIF26A	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
KL	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
KLHL3	0	0	0	0	0	1	0	0	1	1	1	13	7.6923076923076925
KMT2B	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
KRTAP4-3	0	0	0	1	0	0	0	0	1	1	1	13	7.6923076923076925
LATS2	0	0	0	1	0	0	0	0	1	1	1	13	7.6923076923076925
LDLRAD2	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
LMTK3	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
MAGEB6B	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
MAGEC1	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
MAP3K5	0	0	0	0	0	0	0	1	1	1	1	13	7.6923076923076925
MCL1	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
MCM2	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
MKL2	0	1	0	0	0	0	0	0	1	1	1	13	7.6923076923076925
MT-CYB	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
MT-ND4	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
MTPN	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
MTX1	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
MUC4	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
NIPA1	0	0	0	0	0	0	0	1	1	1	1	13	7.6923076923076925
NKD2	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
NOA1	0	0	0	0	0	1	0	0	1	1	1	13	7.6923076923076925
NPAS3	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
NPIPB11	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
NRG1	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
OLIG1	0	0	1	0	0	0	0	0	1	1	1	13	7.6923076923076925
OR5AC2	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
PARP14	0	0	0	0	0	0	1	0	1	1	1	13	7.6923076923076925
PAWR	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
PHLPP1	0	0	1	0	0	0	0	0	1	1	1	13	7.6923076923076925
PLCL2	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
PLEKHH1	0	1	0	0	0	0	0	0	1	1	1	13	7.6923076923076925
PMS2	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
POU3F3	1	0	0	0	0	0	0	0	1	1	1	13	7.6923076923076925
PPFIA1	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
PRDM13	0	0	1	0	0	0	0	0	1	1	1	13	7.6923076923076925
PRKAG2	0	0	0	0	0	0	1	0	1	1	1	13	7.6923076923076925
PRPSAP1	0	0	0	0	0	0	1	0	1	1	1	13	7.6923076923076925
PRR18	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
PXDN	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
PYGO2	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
R3HCC1	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
RCVRN	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
RIMS1	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
ROCK1	0	0	0	0	0	0	1	0	1	1	1	13	7.6923076923076925
RXRA	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
SEC14L1	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
SECISBP2	1	0	0	0	0	0	0	0	1	1	1	13	7.6923076923076925
SEMG2	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
SHC3	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
SIPA1	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
SKIDA1	0	0	1	0	0	0	0	0	1	1	1	13	7.6923076923076925
SLC17A5	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
SLC24A3	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
SLC29A2	0	0	0	0	0	0	0	1	1	1	1	13	7.6923076923076925
SLC3A1	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
SLC4A11	0	0	0	0	0	1	0	0	1	1	1	13	7.6923076923076925
SMARCB1	1	0	0	0	0	0	0	0	1	1	1	13	7.6923076923076925
SOGA3	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
SP8	0	0	1	0	0	0	0	0	1	1	1	13	7.6923076923076925
SPANXN3	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
SPATA25	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
SRPK2	0	0	1	0	0	0	0	0	1	1	1	13	7.6923076923076925
STARD4	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
SUSD2	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
TAF4B	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
TAS2R1	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
TERT	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
TRAV9-2	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
TRIM54	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
TRMT112	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
TTLL12	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
UGT8	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
ZFAT	1	0	0	0	0	0	0	0	1	1	1	13	7.6923076923076925
ZFP36L2	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
ZKSCAN1	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
ZNF283	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
ZNF319	0	0	1	0	0	0	0	0	1	1	1	13	7.6923076923076925
ZNF347	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
ZNF613	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
ZNF615	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
ZNF679	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
ZNF732	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
ZNF737	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
ZNF780B	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
ZNF813	0	0	0	0	1	0	0	0	1	1	1	13	7.6923076923076925
