Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
MICAL3	0	0	1	0	2	1	0	0	0	4	3	3	328	0.9146341463414633
MT-ATP6	0	0	0	0	4	0	0	0	0	4	3	3	328	0.9146341463414633
PIKFYVE	0	0	0	0	3	1	0	0	0	4	3	3	328	0.9146341463414633
PLIN4	0	0	0	0	4	0	0	0	0	4	3	3	328	0.9146341463414633
PLXNA2	0	0	0	0	3	1	0	0	0	4	3	3	328	0.9146341463414633
PRAMEF18	0	0	0	0	4	0	0	0	0	4	3	3	328	0.9146341463414633
PTPDC1	0	0	0	0	4	0	0	0	0	4	3	3	328	0.9146341463414633
R3HCC1L	0	0	0	0	4	0	0	0	0	4	3	3	328	0.9146341463414633
RNF213	0	0	0	0	4	0	0	0	0	4	3	3	328	0.9146341463414633
SALL1	0	0	2	0	1	1	0	0	0	4	3	3	328	0.9146341463414633
SETBP1	0	0	0	0	3	1	0	0	0	4	3	3	328	0.9146341463414633
TMEM131	0	0	0	0	4	0	0	0	0	4	3	3	328	0.9146341463414633
VAV3	0	0	0	0	4	0	0	0	0	4	3	3	328	0.9146341463414633
ZDBF2	0	0	0	0	3	1	0	0	0	4	3	3	328	0.9146341463414633
ZXDC	0	0	0	0	3	1	0	0	0	4	3	3	328	0.9146341463414633
ABCA12	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
ACAN	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
ADAM29	0	0	0	0	2	1	0	0	0	3	3	3	328	0.9146341463414633
ADAM30	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
ADAMTS10	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
ADGRA1	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
ADNP	1	0	0	0	1	1	0	0	0	3	3	3	328	0.9146341463414633
ADPRHL1	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
AGBL1	0	0	0	0	2	0	0	1	0	3	3	3	328	0.9146341463414633
ALMS1	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
ALPK3	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
AMOT	0	0	2	0	1	0	0	0	0	3	3	3	328	0.9146341463414633
ANKRD12	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
ANKRD36	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
ANO2	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
ANO3	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
ARHGAP31	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
ARMCX4	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
ARMH4	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
BCL9	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
C4orf50	2	1	0	0	0	0	0	0	0	3	3	3	328	0.9146341463414633
C4orf54	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
CACNA1A	1	0	0	0	2	0	0	0	0	3	3	3	328	0.9146341463414633
CACNA1F	0	0	0	1	2	0	0	0	0	3	3	3	328	0.9146341463414633
CASKIN1	1	0	1	0	1	0	0	0	0	3	3	3	328	0.9146341463414633
CBWD5	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
CC2D1B	0	0	2	0	1	0	0	0	0	3	3	3	328	0.9146341463414633
CCDC168	0	1	0	0	2	0	0	0	0	3	3	3	328	0.9146341463414633
CCDC88C	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
CDH23	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
CDK13	0	0	1	0	2	0	0	0	0	3	3	3	328	0.9146341463414633
CELF3	0	0	3	0	0	0	0	0	0	3	3	3	328	0.9146341463414633
CELSR1	0	0	0	0	2	1	0	0	0	3	3	3	328	0.9146341463414633
CFAP43	0	0	0	0	2	0	0	1	0	3	3	3	328	0.9146341463414633
CHD7	0	0	1	0	2	0	0	0	0	3	3	3	328	0.9146341463414633
CHGA	0	0	2	0	1	0	0	0	0	3	3	3	328	0.9146341463414633
CMYA5	0	0	0	0	2	1	0	0	0	3	3	3	328	0.9146341463414633
CNTLN	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
CNTNAP1	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
COBLL1	0	1	0	0	2	0	0	0	0	3	3	3	328	0.9146341463414633
COL20A1	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
COL6A5	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
CPEB2	0	0	2	1	0	0	0	0	0	3	3	3	328	0.9146341463414633
CREBBP	1	0	0	0	1	1	0	0	0	3	3	3	328	0.9146341463414633
CYP1B1	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
CYP2E1	0	1	0	0	2	0	0	0	0	3	3	3	328	0.9146341463414633
DBF4B	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
DCAF12L2	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
DDX4	0	0	0	0	2	1	0	0	0	3	3	3	328	0.9146341463414633
DHX38	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
DLC1	0	0	1	0	2	0	0	0	0	3	3	3	328	0.9146341463414633
DLGAP3	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
DLGAP4	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
DNAAF4	0	0	0	0	2	0	0	1	0	3	3	3	328	0.9146341463414633
DNAH2	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
DNER	0	0	3	0	0	0	0	0	0	3	3	3	328	0.9146341463414633
DOCK1	1	0	0	0	1	1	0	0	0	3	3	3	328	0.9146341463414633
DPP7	0	0	0	0	2	0	0	1	0	3	3	3	328	0.9146341463414633
DRC1	0	1	0	0	2	0	0	0	0	3	3	3	328	0.9146341463414633
DYSF	0	0	1	0	2	0	0	0	0	3	3	3	328	0.9146341463414633
EBPL	0	3	0	0	0	0	0	0	0	3	3	3	328	0.9146341463414633
EMILIN2	0	0	0	0	2	1	0	0	0	3	3	3	328	0.9146341463414633
ESR1	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
EYS	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
FAM9A	0	1	1	0	1	0	0	0	0	3	3	3	328	0.9146341463414633
FAT3	0	0	0	0	2	1	0	0	0	3	3	3	328	0.9146341463414633
FBXL17	0	0	3	0	0	0	0	0	0	3	3	3	328	0.9146341463414633
FDXR	1	0	0	0	2	0	0	0	0	3	3	3	328	0.9146341463414633
FMO2	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
FOXO1	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
FRMPD4	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
FYCO1	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
FZD1	0	0	1	0	2	0	0	0	0	3	3	3	328	0.9146341463414633
GABRQ	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
GABRR3	0	0	0	0	2	1	0	0	0	3	3	3	328	0.9146341463414633
GCN1	0	0	1	0	2	0	0	0	0	3	3	3	328	0.9146341463414633
GJC2	0	0	3	0	0	0	0	0	0	3	3	3	328	0.9146341463414633
GOLGA2	0	0	1	1	1	0	0	0	0	3	3	3	328	0.9146341463414633
GPAM	0	0	0	0	2	1	0	0	0	3	3	3	328	0.9146341463414633
GPR182	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
GUCY1A2	0	0	1	0	1	1	0	0	0	3	3	3	328	0.9146341463414633
HCN1	0	0	2	0	1	0	0	0	0	3	3	3	328	0.9146341463414633
HS3ST6	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
IFNAR2	0	0	0	0	2	1	0	0	0	3	3	3	328	0.9146341463414633
IGFN1	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
IL12RB1	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
IL1RL1	0	0	0	0	2	1	0	0	0	3	3	3	328	0.9146341463414633
IQSEC2	0	0	1	0	2	0	0	0	0	3	3	3	328	0.9146341463414633
IRS1	0	0	2	0	1	0	0	0	0	3	3	3	328	0.9146341463414633
ITGA11	0	0	0	0	2	0	0	1	0	3	3	3	328	0.9146341463414633
ITGB4	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
JMJD1C	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
KDM2A	0	0	1	0	2	0	0	0	0	3	3	3	328	0.9146341463414633
KIF1B	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
KIF20B	0	1	0	0	2	0	0	0	0	3	3	3	328	0.9146341463414633
KNDC1	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
KNTC1	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
KRT10	0	0	2	1	0	0	0	0	0	3	3	3	328	0.9146341463414633
KRT35	0	0	0	0	2	1	0	0	0	3	3	3	328	0.9146341463414633
KSR2	0	0	0	0	3	0	0	0	0	3	3	3	328	0.9146341463414633
LAMA2	0	1	0	0	2	0	0	0	0	3	3	3	328	0.9146341463414633
