Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
GOLGA3	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
GPR143	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
HELZ2	0	1	0	0	0	0	0	0	1	1	1	15	6.666666666666667
HMBS	1	0	0	0	0	0	0	0	1	1	1	15	6.666666666666667
HRC	0	0	1	0	0	0	0	0	1	1	1	15	6.666666666666667
HVCN1	0	0	1	0	0	0	0	0	1	1	1	15	6.666666666666667
IFIT3	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
INAVA	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
JAKMIP2	1	0	0	0	0	0	0	0	1	1	1	15	6.666666666666667
JCAD	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
KALRN	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
KAT6B	1	0	0	0	0	0	0	0	1	1	1	15	6.666666666666667
KCNV2	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
KCTD8	0	0	0	0	0	0	0	1	1	1	1	15	6.666666666666667
KL	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
KLHL28	0	0	1	0	0	0	0	0	1	1	1	15	6.666666666666667
KPNA5	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
KRT10	0	0	1	0	0	0	0	0	1	1	1	15	6.666666666666667
LAMA1	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
LAMC1	0	0	0	0	0	0	0	1	1	1	1	15	6.666666666666667
LFNG	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
LILRA1	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
LILRA6	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
LILRB3	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
LIN7B	0	0	0	0	0	0	1	0	1	1	1	15	6.666666666666667
LPXN	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
LRP1	0	0	0	0	1	0	0	0	1	1	1	15	6.666666666666667
LRP3	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
LRRC53	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
LRRC8C	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
MAGEB2	1	0	0	0	0	0	0	0	1	1	1	15	6.666666666666667
MAMDC4	0	0	0	0	1	0	0	0	1	1	1	15	6.666666666666667
MAST4	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
MDC1	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
MEGF6	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
MEGF8	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
METTL2B	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
MROH2A	0	0	0	0	0	0	1	0	1	1	1	15	6.666666666666667
MUC5B	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
MUC6	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
MYO1E	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
NAGPA	1	0	0	0	0	0	0	0	1	1	1	15	6.666666666666667
NBEAL2	0	0	0	0	0	0	1	0	1	1	1	15	6.666666666666667
NCOA3	0	0	1	0	0	0	0	0	1	1	1	15	6.666666666666667
NPAP1	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
NYNRIN	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
OCSTAMP	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
OPRK1	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
OR5AK2	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
OR5AN1	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
OR6X1	1	0	0	0	0	0	0	0	1	1	1	15	6.666666666666667
OR8J3	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
OTOG	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
OTOGL	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
OTOP2	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
PEX14	0	0	0	0	0	1	0	0	1	1	1	15	6.666666666666667
PHYH	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
PIK3R2	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
PKD1	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
PLAU	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
POLR3GL	0	0	1	0	0	0	0	0	1	1	1	15	6.666666666666667
POTEF	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
POU6F1	0	0	0	0	1	0	0	0	1	1	1	15	6.666666666666667
PRAMEF27	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
PRAMEF9	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
PRKD3	0	0	0	0	0	0	1	0	1	1	1	15	6.666666666666667
PRR36	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
PTPN6	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
PYGM	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
RANBP9	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
RBL1	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
RBM4	0	0	1	0	0	0	0	0	1	1	1	15	6.666666666666667
REPIN1	0	0	1	0	0	0	0	0	1	1	1	15	6.666666666666667
REXO1	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
RGPD4	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
RTN4	1	0	0	0	0	0	0	0	1	1	1	15	6.666666666666667
SCGB3A1	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
SHB	1	0	0	0	0	0	0	0	1	1	1	15	6.666666666666667
SIX4	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
SLC10A4	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
SLC4A5	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
SLFN12L	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
SLIT3	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
SMARCA4	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
SNTB2	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
SOX1	1	0	0	0	0	0	0	0	1	1	1	15	6.666666666666667
SPATA31A1	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
SRPX	0	0	1	0	0	0	0	0	1	1	1	15	6.666666666666667
TBCK	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
TBRG4	0	0	0	0	0	0	1	0	1	1	1	15	6.666666666666667
TESK1	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
TGM1	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
TINAG	0	0	0	0	0	0	1	0	1	1	1	15	6.666666666666667
TLR3	1	0	0	0	0	0	0	0	1	1	1	15	6.666666666666667
TMEM207	1	0	0	0	0	0	0	0	1	1	1	15	6.666666666666667
TNRC6B	0	0	1	0	0	0	0	0	1	1	1	15	6.666666666666667
TRIM59	0	1	0	0	0	0	0	0	1	1	1	15	6.666666666666667
TRIM68	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
TSC22D2	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
TSPEAR	1	0	0	0	0	0	0	0	1	1	1	15	6.666666666666667
TTLL4	1	0	0	0	0	0	0	0	1	1	1	15	6.666666666666667
TTN	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
UBTF	0	0	1	0	0	0	0	0	1	1	1	15	6.666666666666667
UCMA	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
UGT2B17	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
USP22	0	0	0	0	0	0	0	1	1	1	1	15	6.666666666666667
UST	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
VEZF1	0	0	1	0	0	0	0	0	1	1	1	15	6.666666666666667
WNK1	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
XPO6	1	0	0	0	0	0	0	0	1	1	1	15	6.666666666666667
YEATS2	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
ZDHHC6	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
ZIC5	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
ZNF28	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
ZNF43	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
ZNF436	0	0	1	0	0	0	0	0	1	1	1	15	6.666666666666667
ZNF461	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
ZNF541	1	0	0	0	0	0	0	0	1	1	1	15	6.666666666666667
ZNF546	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
ZNF676	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
ZNF865	0	0	0	1	0	0	0	0	1	1	1	15	6.666666666666667
