Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	Missense_Mutation	Nonsense_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
DNAH17	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
DNMT3B	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
DST	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
EFCAB8	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
EIF5A2	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
ENPP1	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
EPPK1	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
ERFE	0	0	0	0	0	1	0	1	1	1	22	4.545454545454546
ESYT1	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
EXOC3L4	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
FAM171B	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
FAM173A	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
FAM45A	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
FBXO15	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
FCGBP	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
FGF4	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
FLG	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
FLG2	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
FLT3LG	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
FOXL2	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
FYB1	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
FZD3	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
GAS6	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
GATAD1	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
GOLGA6L6	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
GPC2	0	0	0	0	0	1	0	1	1	1	22	4.545454545454546
GPR150	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
GPT	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
GRIA2	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
GRIK4	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
GZF1	0	0	1	0	0	0	0	1	1	1	22	4.545454545454546
HBB	0	0	0	0	0	1	0	1	1	1	22	4.545454545454546
HDAC4	0	0	0	0	1	0	0	1	1	1	22	4.545454545454546
HERC4	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
HIVEP2	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
HKR1	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
HLA-A	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
HOXB4	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
HRCT1	0	0	1	0	0	0	0	1	1	1	22	4.545454545454546
HSD17B10	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
HSPH1	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
IDNK	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
IGF2R	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
IGFBP2	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
IGFN1	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
IL17RC	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
IL1R2	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
IQSEC2	0	0	1	0	0	0	0	1	1	1	22	4.545454545454546
IRX1	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
KAZN	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
KBTBD11	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
KCNMA1	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
KCNQ5	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
KCTD14	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
KDM7A	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
KDM8	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
KIAA0100	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
KIF15	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
KIR2DL1	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
KLF18	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
KMT2D	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
KRT31	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
KRTCAP3	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
KYAT3	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
LAIR2	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
LGALS16	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
LILRA2	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
LILRB3	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
LINC01344	0	0	0	0	0	1	0	1	1	1	22	4.545454545454546
LINGO3	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
LIPN	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
LMBR1	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
LPGAT1	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
LRP5	0	0	1	0	0	0	0	1	1	1	22	4.545454545454546
LRRC75B	0	0	0	0	0	0	1	1	1	1	22	4.545454545454546
LZTS2	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
MAF1	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
MAGEB10	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
MAGEL2	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
MAP1A	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
MAP3K10	0	0	0	0	0	0	1	1	1	1	22	4.545454545454546
MAP3K9	0	0	1	0	0	0	0	1	1	1	22	4.545454545454546
MAP7	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
MARCH11	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
MARCH6	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
MCM3AP	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
MCOLN1	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
MCUR1	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
MEIOB	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
MEST	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
MEX3B	0	0	1	0	0	0	0	1	1	1	22	4.545454545454546
MICU3	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
MLH3	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
MLLT6	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
MRPL34	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
MRPS26	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
MSN	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
MT-CO2	0	1	0	0	0	0	0	1	1	1	22	4.545454545454546
MUC12	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
MXD1	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
MYCBP2	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
MYO15A	0	0	0	0	0	1	0	1	1	1	22	4.545454545454546
MYO7B	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
N6AMT1	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
NACC2	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
NAP1L2	0	0	1	0	0	0	0	1	1	1	22	4.545454545454546
NBPF11	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
NDRG3	0	0	0	0	1	0	0	1	1	1	22	4.545454545454546
NELL1	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
NOM1	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
NOTCH2	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
NOTCH3	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
NOTUM	0	0	0	0	0	0	1	1	1	1	22	4.545454545454546
NPIPA5	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
NPIPB15	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
NPIPB2	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
NR2C1	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
NRBP2	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
NUP155	0	0	0	0	0	1	0	1	1	1	22	4.545454545454546
NUP210L	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
NWD2	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
OR4Q2	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
OR7G1	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
OR9K2	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
OTUD1	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
OXSR1	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
PALLD	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
PAPOLA	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
PAX6	0	0	0	0	1	0	0	1	1	1	22	4.545454545454546
PCDHB14	0	0	1	0	0	0	0	1	1	1	22	4.545454545454546
PCLO	0	0	0	0	1	0	0	1	1	1	22	4.545454545454546
PDCD6IP	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
PHF20	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
PHF2P2	0	0	0	0	0	1	0	1	1	1	22	4.545454545454546
PI4K2A	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
PIEZO2	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
PIK3CA	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
PIP4P2	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
POU4F1	0	0	1	0	0	0	0	1	1	1	22	4.545454545454546
PPP1R32	0	0	0	0	0	1	0	1	1	1	22	4.545454545454546
PRAMEF6	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
PRDM2	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
PRR16	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
PRRC2C	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
PRSS1	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
PRSS2	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
PRSS3	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
PSD4	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
PSMB5	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
PSMG4	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
PTGES3	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
RAB7B	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
RAD50	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
RAMP2	0	0	1	0	0	0	0	1	1	1	22	4.545454545454546
RFXAP	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
RGS22	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
RIN3	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
RNF13	0	0	0	0	0	1	0	1	1	1	22	4.545454545454546
RPS6KA6	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
SCUBE2	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
SEC31A	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
SEMA7A	0	0	0	0	0	1	0	1	1	1	22	4.545454545454546
SEMG2	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
SGSM3	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
SH3BP1	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
SH3GL2	0	0	0	0	0	0	1	1	1	1	22	4.545454545454546
SIAH2	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
SKIDA1	0	0	1	0	0	0	0	1	1	1	22	4.545454545454546
SLC10A4	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
SLC22A17	0	0	0	0	0	1	0	1	1	1	22	4.545454545454546
SLC4A2	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
SMC4	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
SMG6	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
SOGA3	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
SORBS2	0	0	0	0	0	1	0	1	1	1	22	4.545454545454546
SOX4	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
SP8	0	0	1	0	0	0	0	1	1	1	22	4.545454545454546
SPATA31E1	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
SPINT4	0	0	0	0	1	0	0	1	1	1	22	4.545454545454546
SPTBN2	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
STRBP	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
SUSD2	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
TAF3	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
TANC1	0	0	0	0	0	1	0	1	1	1	22	4.545454545454546
TAS2R19	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
TBC1D30	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
TCERG1	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
TEFM	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
TG	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
TKFC	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
TLL2	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
TMX1	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
TNKS2	0	1	0	0	0	0	0	1	1	1	22	4.545454545454546
TRAIP	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
TRAPPC3L	0	0	0	0	1	0	0	1	1	1	22	4.545454545454546
TRIOBP	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
TRPV5	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
TTN	0	0	0	0	0	1	0	1	1	1	22	4.545454545454546
TWISTNB	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
TXLNA	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
UGGT1	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
UNC79	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
USPL1	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
VWA5B1	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
VWA8	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
VWDE	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
WDR66	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
ZC3H12D	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
ZDHHC2	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
ZDHHC21	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
ZFP36L2	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
ZIC5	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
ZNF106	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
ZNF296	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
ZNF320	1	0	0	0	0	0	0	1	1	1	22	4.545454545454546
ZNF347	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
ZNF442	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
ZNF607	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
ZNF627	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
ZNF678	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
ZNF696	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
ZNF749	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
ZNF780B	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
ZNF845	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
ZNRF3	0	0	0	1	0	0	0	1	1	1	22	4.545454545454546
