Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
CACNA1A	0	0	0	0	14	1	0	0	0	15	4	4	46	8.695652173913043
CAD	1	0	0	0	13	1	0	0	0	15	4	4	46	8.695652173913043
FAT1	1	0	0	0	13	1	0	0	0	15	4	4	46	8.695652173913043
MYH14	0	0	0	0	13	0	0	2	0	15	4	4	46	8.695652173913043
CHD7	0	3	0	0	11	0	0	0	0	14	4	4	46	8.695652173913043
HMCN1	0	0	0	0	13	1	0	0	0	14	4	4	46	8.695652173913043
HMCN2	0	0	0	0	13	1	0	0	0	14	4	4	46	8.695652173913043
UBR4	0	0	0	0	14	0	0	0	0	14	4	4	46	8.695652173913043
CENPF	0	0	0	0	12	0	0	1	0	13	4	4	46	8.695652173913043
EEF2	0	0	0	0	3	0	0	10	0	13	4	4	46	8.695652173913043
LRP2	0	0	0	0	12	1	0	0	0	13	4	4	46	8.695652173913043
MYO10	0	1	0	0	10	2	0	0	0	13	4	4	46	8.695652173913043
NUMA1	0	0	0	0	11	1	0	1	0	13	4	4	46	8.695652173913043
PPL	0	0	0	0	12	1	0	0	0	13	4	4	46	8.695652173913043
SRRM2	0	0	0	0	9	2	0	2	0	13	4	4	46	8.695652173913043
TG	0	0	0	0	13	0	0	0	0	13	4	4	46	8.695652173913043
ASPM	0	0	0	0	12	0	0	0	0	12	4	4	46	8.695652173913043
C2orf16	0	0	0	0	10	2	0	0	0	12	4	4	46	8.695652173913043
COL6A3	0	0	0	0	11	0	0	1	0	12	4	4	46	8.695652173913043
CPSF1	0	0	0	0	12	0	0	0	0	12	4	4	46	8.695652173913043
CROCC	0	0	0	0	11	1	0	0	0	12	4	4	46	8.695652173913043
DYSF	0	0	0	0	11	0	0	1	0	12	4	4	46	8.695652173913043
EXPH5	0	0	0	0	12	0	0	0	0	12	4	4	46	8.695652173913043
FAT3	0	0	0	0	12	0	0	0	0	12	4	4	46	8.695652173913043
HSPG2	0	0	0	0	11	1	0	0	0	12	4	4	46	8.695652173913043
TENM3	1	1	0	0	9	1	0	0	0	12	4	4	46	8.695652173913043
TLN2	0	0	0	0	12	0	0	0	0	12	4	4	46	8.695652173913043
TRPM2	0	0	0	0	11	1	0	0	0	12	4	4	46	8.695652173913043
CELSR2	0	0	0	0	11	0	0	0	0	11	4	4	46	8.695652173913043
CELSR3	0	0	0	0	11	0	0	0	0	11	4	4	46	8.695652173913043
CIC	1	0	0	0	9	0	0	1	0	11	4	4	46	8.695652173913043
FBN3	0	0	0	0	11	0	0	0	0	11	4	4	46	8.695652173913043
KIF26A	0	0	0	0	11	0	0	0	0	11	4	4	46	8.695652173913043
KMT2C	0	1	0	0	10	0	0	0	0	11	4	4	46	8.695652173913043
MXRA5	0	0	0	0	10	1	0	0	0	11	4	4	46	8.695652173913043
MYO15A	0	0	0	0	11	0	0	0	0	11	4	4	46	8.695652173913043
MYO9B	0	0	0	0	11	0	0	0	0	11	4	4	46	8.695652173913043
PKHD1L1	1	0	0	0	9	1	0	0	0	11	4	4	46	8.695652173913043
PLXNA2	0	0	0	0	11	0	0	0	0	11	4	4	46	8.695652173913043
PLXNB2	0	0	0	0	9	0	0	2	0	11	4	4	46	8.695652173913043
PTPRF	0	0	0	0	11	0	0	0	0	11	4	4	46	8.695652173913043
SON	0	0	0	0	11	0	0	0	0	11	4	4	46	8.695652173913043
ZFYVE26	0	0	0	0	11	0	0	0	0	11	4	4	46	8.695652173913043
ADAMTS7	0	1	0	0	8	1	0	0	0	10	4	4	46	8.695652173913043
ANK2	0	0	0	0	7	3	0	0	0	10	4	4	46	8.695652173913043
BRWD1	0	1	0	0	9	0	0	0	0	10	4	4	46	8.695652173913043
CASKIN1	0	0	1	0	9	0	0	0	0	10	4	4	46	8.695652173913043
COL7A1	0	0	0	0	9	1	0	0	0	10	4	4	46	8.695652173913043
IGFN1	0	1	0	0	9	0	0	0	0	10	4	4	46	8.695652173913043
KALRN	0	0	0	0	10	0	0	0	0	10	4	4	46	8.695652173913043
KMT2B	0	0	0	0	9	0	0	1	0	10	4	4	46	8.695652173913043
LRP1B	0	0	0	0	10	0	0	0	0	10	4	4	46	8.695652173913043
MAST1	0	0	0	0	10	0	0	0	0	10	4	4	46	8.695652173913043
MYO7A	0	0	0	0	10	0	0	0	0	10	4	4	46	8.695652173913043
NES	1	0	1	0	8	0	0	0	0	10	4	4	46	8.695652173913043
TENM2	0	0	0	0	10	0	0	0	0	10	4	4	46	8.695652173913043
TTC6	0	0	0	0	9	0	0	1	0	10	4	4	46	8.695652173913043
VCAN	0	0	0	0	10	0	0	0	0	10	4	4	46	8.695652173913043
ZEB2	1	1	0	0	6	2	0	0	0	10	4	4	46	8.695652173913043
ZNF536	0	0	0	0	10	0	0	0	0	10	4	4	46	8.695652173913043
ZNFX1	0	1	0	0	7	2	0	0	0	10	4	4	46	8.695652173913043
ADARB2	0	0	0	0	9	0	0	0	0	9	4	4	46	8.695652173913043
ATG2A	0	0	0	0	9	0	0	0	0	9	4	4	46	8.695652173913043
CACNA1H	0	2	0	0	5	2	0	0	0	9	4	4	46	8.695652173913043
CACNA1S	0	0	0	0	8	1	0	0	0	9	4	4	46	8.695652173913043
CEP192	0	0	0	0	9	0	0	0	0	9	4	4	46	8.695652173913043
DAB2IP	1	0	0	0	8	0	0	0	0	9	4	4	46	8.695652173913043
FAM47B	0	0	0	0	9	0	0	0	0	9	4	4	46	8.695652173913043
MACF1	0	0	0	0	6	3	0	0	0	9	4	4	46	8.695652173913043
MEGF8	0	1	0	0	8	0	0	0	0	9	4	4	46	8.695652173913043
MINK1	0	0	0	0	7	2	0	0	0	9	4	4	46	8.695652173913043
MUC3A	0	0	0	0	7	2	0	0	0	9	4	4	46	8.695652173913043
MUC4	0	0	0	0	9	0	0	0	0	9	4	4	46	8.695652173913043
NIPBL	0	0	0	0	8	0	0	1	0	9	4	4	46	8.695652173913043
PCSK5	0	0	0	0	9	0	0	0	0	9	4	4	46	8.695652173913043
PDZD7	0	0	1	0	8	0	0	0	0	9	4	4	46	8.695652173913043
PRDM10	0	0	0	0	9	0	0	0	0	9	4	4	46	8.695652173913043
PTPN13	1	0	0	0	7	0	0	1	0	9	4	4	46	8.695652173913043
SHROOM3	0	0	0	0	9	0	0	0	0	9	4	4	46	8.695652173913043
SLC38A10	0	0	0	0	9	0	0	0	0	9	4	4	46	8.695652173913043
SRCAP	0	0	0	0	8	1	0	0	0	9	4	4	46	8.695652173913043
SYNE2	0	0	0	0	8	0	0	1	0	9	4	4	46	8.695652173913043
TPR	0	0	0	0	9	0	0	0	0	9	4	4	46	8.695652173913043
USP36	0	0	0	0	9	0	0	0	0	9	4	4	46	8.695652173913043
WDR87	0	1	0	0	7	1	0	0	0	9	4	4	46	8.695652173913043
ZMYM2	1	1	0	0	6	0	0	1	0	9	4	4	46	8.695652173913043
ADGRG4	0	0	0	0	6	1	0	1	0	8	4	4	46	8.695652173913043
ANKRD11	0	0	0	0	7	1	0	0	0	8	4	4	46	8.695652173913043
ASXL1	1	0	0	0	7	0	0	0	0	8	4	4	46	8.695652173913043
ATP10A	0	0	0	0	7	1	0	0	0	8	4	4	46	8.695652173913043
CACNA1D	0	0	0	0	8	0	0	0	0	8	4	4	46	8.695652173913043
CHERP	0	0	0	0	8	0	0	0	0	8	4	4	46	8.695652173913043
COL2A1	0	0	0	0	8	0	0	0	0	8	4	4	46	8.695652173913043
COL5A1	0	0	0	0	6	1	0	1	0	8	4	4	46	8.695652173913043
CPLANE1	1	0	0	0	7	0	0	0	0	8	4	4	46	8.695652173913043
CUL9	0	0	0	0	8	0	0	0	0	8	4	4	46	8.695652173913043
DGKQ	0	0	0	0	6	0	0	2	0	8	4	4	46	8.695652173913043
DNAH12	0	1	0	0	6	1	0	0	0	8	4	4	46	8.695652173913043
DNMT3A	0	0	0	0	6	2	0	0	0	8	4	4	46	8.695652173913043
EIF4G2	0	0	0	0	4	1	0	3	0	8	4	4	46	8.695652173913043
FLG	0	0	0	0	7	1	0	0	0	8	4	4	46	8.695652173913043
FMN1	0	0	0	0	8	0	0	0	0	8	4	4	46	8.695652173913043
FREM2	0	0	0	0	8	0	0	0	0	8	4	4	46	8.695652173913043
GREB1	0	0	0	0	8	0	0	0	0	8	4	4	46	8.695652173913043
HIVEP2	0	0	0	0	8	0	0	0	0	8	4	4	46	8.695652173913043
LMTK2	0	0	0	0	8	0	0	0	0	8	4	4	46	8.695652173913043
MAP1B	0	0	0	0	8	0	0	0	0	8	4	4	46	8.695652173913043
MED12L	1	0	0	0	7	0	0	0	0	8	4	4	46	8.695652173913043
MUC17	0	0	0	0	8	0	0	0	0	8	4	4	46	8.695652173913043
NCOR1	0	0	0	0	6	2	0	0	0	8	4	4	46	8.695652173913043
NEURL1B	0	0	0	0	8	0	0	0	0	8	4	4	46	8.695652173913043
NFASC	0	0	0	0	8	0	0	0	0	8	4	4	46	8.695652173913043
NLRC5	0	0	0	0	8	0	0	0	0	8	4	4	46	8.695652173913043
NOTCH2	1	0	0	0	7	0	0	0	0	8	4	4	46	8.695652173913043
RPS6KA2	0	0	0	0	8	0	0	0	0	8	4	4	46	8.695652173913043
SCART1	0	0	0	0	8	0	0	0	0	8	4	4	46	8.695652173913043
SCN1A	0	0	0	0	8	0	0	0	0	8	4	4	46	8.695652173913043
SDK1	0	0	0	0	8	0	0	0	0	8	4	4	46	8.695652173913043
SETD1A	0	0	0	0	8	0	0	0	0	8	4	4	46	8.695652173913043
SGSM2	0	0	0	0	8	0	0	0	0	8	4	4	46	8.695652173913043
SPHKAP	0	0	0	0	7	1	0	0	0	8	4	4	46	8.695652173913043
TBCD	0	0	0	0	7	0	0	1	0	8	4	4	46	8.695652173913043
TET3	0	0	0	0	7	1	0	0	0	8	4	4	46	8.695652173913043
TRIO	1	0	0	0	7	0	0	0	0	8	4	4	46	8.695652173913043
UNC13C	0	0	0	0	7	1	0	0	0	8	4	4	46	8.695652173913043
UPF2	0	0	0	0	8	0	0	0	0	8	4	4	46	8.695652173913043
VWF	0	0	0	0	8	0	0	0	0	8	4	4	46	8.695652173913043
ADAMTS16	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
ATP1A3	0	0	0	0	6	0	0	1	0	7	4	4	46	8.695652173913043
CCDC57	0	0	0	0	6	0	0	1	0	7	4	4	46	8.695652173913043
CFAP46	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
CHL1	0	0	0	0	6	0	0	1	0	7	4	4	46	8.695652173913043
COL20A1	0	0	0	0	6	1	0	0	0	7	4	4	46	8.695652173913043
CRIM1	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
DSCAML1	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
FREM1	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
FRMPD3	0	0	0	0	6	1	0	0	0	7	4	4	46	8.695652173913043
GRIN2B	0	0	0	0	6	1	0	0	0	7	4	4	46	8.695652173913043
HEATR5B	0	0	0	0	6	1	0	0	0	7	4	4	46	8.695652173913043
INPP5D	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
KCP	0	1	0	0	6	0	0	0	0	7	4	4	46	8.695652173913043
KDM4B	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
KNL1	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
LOXHD1	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
LRRIQ1	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
MALRD1	0	0	0	0	6	0	0	1	0	7	4	4	46	8.695652173913043
MAST4	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
MED12	0	0	0	0	6	1	0	0	0	7	4	4	46	8.695652173913043
MROH1	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
MYBPC3	1	0	0	0	5	0	0	1	0	7	4	4	46	8.695652173913043
MYH6	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
MYT1	0	1	0	0	6	0	0	0	0	7	4	4	46	8.695652173913043
OSBP2	0	0	1	0	6	0	0	0	0	7	4	4	46	8.695652173913043
OTOF	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
PCDH15	0	0	0	0	6	0	0	1	0	7	4	4	46	8.695652173913043
PCIF1	1	0	0	0	5	1	0	0	0	7	4	4	46	8.695652173913043
PLEKHG4	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
PTPRZ1	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
PWWP2A	0	0	0	0	6	0	0	1	0	7	4	4	46	8.695652173913043
RIC1	0	0	0	1	6	0	0	0	0	7	4	4	46	8.695652173913043
RIPOR2	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
SCN10A	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
SHANK2	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
SPATA31E1	1	0	0	0	6	0	0	0	0	7	4	4	46	8.695652173913043
SYMPK	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
TAS1R3	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
TET1	0	1	0	0	6	0	0	0	0	7	4	4	46	8.695652173913043
TEX15	0	0	0	0	5	1	0	1	0	7	4	4	46	8.695652173913043
TRPV2	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
USP6NL	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
ZFAT	0	0	0	0	7	0	0	0	0	7	4	4	46	8.695652173913043
ADGRA2	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
AGAP3	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
AKAP9	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
ANKS1A	0	0	0	0	5	0	0	1	0	6	4	4	46	8.695652173913043
ARHGAP6	0	0	0	0	5	1	0	0	0	6	4	4	46	8.695652173913043
ATP8A2	0	0	0	0	5	0	0	1	0	6	4	4	46	8.695652173913043
BMP2K	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
BRCA2	1	1	0	0	4	0	0	0	0	6	4	4	46	8.695652173913043
BRICD5	0	0	1	0	3	2	0	0	0	6	4	4	46	8.695652173913043
CCAR1	1	0	0	0	4	1	0	0	0	6	4	4	46	8.695652173913043
CCDC7	1	0	0	0	3	2	0	0	0	6	4	4	46	8.695652173913043
CDH12	0	0	0	0	5	1	0	0	0	6	4	4	46	8.695652173913043
CENPB	0	0	0	0	4	0	0	0	2	6	4	4	46	8.695652173913043
CLTCL1	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
CUL7	0	0	0	0	5	1	0	0	0	6	4	4	46	8.695652173913043
DCAF1	1	0	0	0	3	2	0	0	0	6	4	4	46	8.695652173913043
DSCAM	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
EFL1	0	0	0	0	5	1	0	0	0	6	4	4	46	8.695652173913043
EGR2	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
EML5	1	0	1	0	3	0	0	1	0	6	4	4	46	8.695652173913043
FBN1	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
FHDC1	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
FZD9	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
GANAB	0	0	0	0	3	0	0	3	0	6	4	4	46	8.695652173913043
GPR50	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
HDLBP	0	0	0	0	3	1	0	2	0	6	4	4	46	8.695652173913043
ITGAX	0	0	0	0	5	1	0	0	0	6	4	4	46	8.695652173913043
KIF19	1	0	0	0	5	0	0	0	0	6	4	4	46	8.695652173913043
LAMA1	0	0	0	0	5	0	0	1	0	6	4	4	46	8.695652173913043
LRRC7	0	0	0	0	5	1	0	0	0	6	4	4	46	8.695652173913043
LYST	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
MCM3AP	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
MEFV	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
MINDY2	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
MTMR2	0	0	1	0	4	1	0	0	0	6	4	4	46	8.695652173913043
MYH7	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
MYO16	0	0	0	0	4	2	0	0	0	6	4	4	46	8.695652173913043
MYOF	0	0	0	0	5	1	0	0	0	6	4	4	46	8.695652173913043
NHS	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
NSD1	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
PCDH12	0	1	0	0	5	0	0	0	0	6	4	4	46	8.695652173913043
PCDH19	1	0	0	0	5	0	0	0	0	6	4	4	46	8.695652173913043
PFAS	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
POLG	0	0	0	0	3	1	0	2	0	6	4	4	46	8.695652173913043
PSMC5	0	1	0	0	4	0	0	1	0	6	4	4	46	8.695652173913043
PTPN23	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
PTPRT	0	0	0	0	5	1	0	0	0	6	4	4	46	8.695652173913043
RRP1B	0	0	0	0	5	1	0	0	0	6	4	4	46	8.695652173913043
SCN11A	0	0	0	0	5	1	0	0	0	6	4	4	46	8.695652173913043
SENP1	1	0	0	0	4	1	0	0	0	6	4	4	46	8.695652173913043
SHANK1	0	0	0	0	4	2	0	0	0	6	4	4	46	8.695652173913043
SLC28A1	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
SLC7A14	1	0	0	0	5	0	0	0	0	6	4	4	46	8.695652173913043
SLC9A5	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
SLTM	0	0	0	0	5	1	0	0	0	6	4	4	46	8.695652173913043
SORBS2	0	1	0	0	5	0	0	0	0	6	4	4	46	8.695652173913043
SPATA2	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
SRRM1	0	0	1	0	5	0	0	0	0	6	4	4	46	8.695652173913043
SVEP1	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
TBXA2R	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
TOR4A	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
TPST2	0	0	1	0	5	0	0	0	0	6	4	4	46	8.695652173913043
TTC3	0	0	0	0	5	1	0	0	0	6	4	4	46	8.695652173913043
UNC79	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
WASHC2A	0	0	0	0	6	0	0	0	0	6	4	4	46	8.695652173913043
WDR64	0	0	0	0	5	1	0	0	0	6	4	4	46	8.695652173913043
WIZ	0	0	0	0	5	1	0	0	0	6	4	4	46	8.695652173913043
WNK1	0	2	0	0	4	0	0	0	0	6	4	4	46	8.695652173913043
