Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
C3	0	0	0	0	0	0	14	0	14	1	1	27	3.7037037037037033
AEBP1	0	0	0	0	0	0	13	0	13	1	1	27	3.7037037037037033
EIF4G1	0	0	0	0	0	0	13	0	13	1	1	27	3.7037037037037033
THBS1	0	0	0	0	0	0	13	0	13	1	1	27	3.7037037037037033
ERBB2	0	0	0	0	0	0	11	0	11	1	1	27	3.7037037037037033
MYH9	0	0	0	0	0	0	11	0	11	1	1	27	3.7037037037037033
CHD4	0	0	0	0	0	0	10	0	10	1	1	27	3.7037037037037033
EEF2	0	0	0	0	0	0	10	0	10	1	1	27	3.7037037037037033
GRN	0	0	0	0	0	0	10	0	10	1	1	27	3.7037037037037033
UBA1	0	0	0	0	0	0	10	0	10	1	1	27	3.7037037037037033
COL4A1	0	0	0	0	0	0	9	0	9	1	1	27	3.7037037037037033
EIF4G2	0	0	0	0	0	0	9	0	9	1	1	27	3.7037037037037033
TRIM28	0	0	0	0	0	0	9	0	9	1	1	27	3.7037037037037033
ACADVL	0	0	0	0	0	0	8	0	8	1	1	27	3.7037037037037033
COL4A2	0	0	0	0	0	0	8	0	8	1	1	27	3.7037037037037033
GANAB	0	0	0	0	0	0	8	0	8	1	1	27	3.7037037037037033
HDLBP	0	0	0	0	0	0	8	0	8	1	1	27	3.7037037037037033
OBSCN	0	0	0	0	0	0	8	0	8	1	1	27	3.7037037037037033
SNRNP200	0	0	0	0	0	0	8	0	8	1	1	27	3.7037037037037033
A2M	0	0	0	0	0	0	7	0	7	1	1	27	3.7037037037037033
ATP1A1	0	0	0	0	0	0	7	0	7	1	1	27	3.7037037037037033
CLTC	0	0	0	0	0	0	7	0	7	1	1	27	3.7037037037037033
COL6A1	0	0	0	0	0	0	7	0	7	1	1	27	3.7037037037037033
DCTN1	0	0	0	0	0	0	7	0	7	1	1	27	3.7037037037037033
DDX5	0	0	0	0	0	0	7	0	7	1	1	27	3.7037037037037033
DYNC1H1	0	0	0	0	0	0	7	0	7	1	1	27	3.7037037037037033
FLNC	0	0	0	0	0	0	7	0	7	1	1	27	3.7037037037037033
LTBP3	0	0	0	0	0	0	7	0	7	1	1	27	3.7037037037037033
NOTCH3	0	0	0	0	0	0	7	0	7	1	1	27	3.7037037037037033
PIEZO1	0	0	0	0	0	0	7	0	7	1	1	27	3.7037037037037033
PRKCSH	0	0	0	0	0	0	7	0	7	1	1	27	3.7037037037037033
SPTAN1	0	0	0	0	0	0	7	0	7	1	1	27	3.7037037037037033
CALR	0	0	0	0	0	0	6	0	6	1	1	27	3.7037037037037033
COL6A2	0	0	0	0	0	0	6	0	6	1	1	27	3.7037037037037033
FN1	0	0	1	0	0	0	5	0	6	1	1	27	3.7037037037037033
LMNA	0	0	0	0	0	0	6	0	6	1	1	27	3.7037037037037033
LTBP4	0	0	0	0	0	0	6	0	6	1	1	27	3.7037037037037033
NCL	0	0	0	0	0	0	6	0	6	1	1	27	3.7037037037037033
RNF213	0	0	0	0	0	0	6	0	6	1	1	27	3.7037037037037033
SRRM2	0	0	0	0	0	0	6	0	6	1	1	27	3.7037037037037033
TYMP	0	0	0	0	0	0	6	0	6	1	1	27	3.7037037037037033
AC093512.2	0	0	0	0	0	0	5	0	5	1	1	27	3.7037037037037033
BCAM	0	0	0	0	0	0	5	0	5	1	1	27	3.7037037037037033
C1R	0	0	0	0	0	0	5	0	5	1	1	27	3.7037037037037033
CD63	0	0	0	0	0	0	5	0	5	1	1	27	3.7037037037037033
CEL	0	0	0	0	0	0	5	0	5	1	1	27	3.7037037037037033
COL12A1	0	0	0	0	0	0	5	0	5	1	1	27	3.7037037037037033
CPA1	0	0	0	0	0	0	5	0	5	1	1	27	3.7037037037037033
FUS	0	0	0	0	0	0	5	0	5	1	1	27	3.7037037037037033
HYOU1	0	0	0	0	0	0	5	0	5	1	1	27	3.7037037037037033
MACF1	0	0	0	0	0	0	5	0	5	1	1	27	3.7037037037037033
MYO1C	0	0	0	0	0	0	5	0	5	1	1	27	3.7037037037037033
NOTCH1	0	0	0	0	0	0	5	0	5	1	1	27	3.7037037037037033
NUMA1	0	0	0	0	0	0	5	0	5	1	1	27	3.7037037037037033
P4HB	0	0	0	0	0	0	5	0	5	1	1	27	3.7037037037037033
PER1	0	0	0	0	0	0	5	0	5	1	1	27	3.7037037037037033
POLR2A	0	0	0	0	0	0	5	0	5	1	1	27	3.7037037037037033
SF1	0	0	0	0	0	0	5	0	5	1	1	27	3.7037037037037033
SF3B2	0	0	0	0	0	0	5	0	5	1	1	27	3.7037037037037033
STAB1	0	0	0	0	0	0	5	0	5	1	1	27	3.7037037037037033
TPP1	0	0	0	0	0	0	5	0	5	1	1	27	3.7037037037037033
TXNIP	0	0	0	0	0	0	5	0	5	1	1	27	3.7037037037037033
ACTG1	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
ADAR	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
ATP5F1B	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
AUP1	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
CAPRIN1	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
CD151	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
COL5A2	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
COL6A3	0	0	0	0	1	0	3	0	4	1	1	27	3.7037037037037033
COPG1	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
CTSA	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
CYR61	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
DDX17	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
ERGIC3	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
GNAS	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
GNB2	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
GRINA	0	0	0	0	1	0	3	0	4	1	1	27	3.7037037037037033
H3F3C	0	0	0	1	3	0	0	0	4	1	1	27	3.7037037037037033
HNRNPA2B1	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
HUWE1	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
KIAA0100	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
KMT2D	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
KRT5	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
LARP1	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
MBD6	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
MCAM	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
NCOR2	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
PGGHG	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
PIGT	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
PLD3	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
PLTP	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
PPP1R12C	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
PSMC5	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
QARS	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
RRBP1	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
SF3B1	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
SPTBN1	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
SREBF1	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
STAT6	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
VCP	0	0	0	0	0	0	4	0	4	1	1	27	3.7037037037037033
AAMP	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
ACTB	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
ARHGDIA	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
ATN1	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
BGN	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
CD68	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
CLSTN1	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
COL18A1	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
CTGF	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
CTSL	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
CYB5R3	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
DCXR	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
DDOST	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
DRAP1	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
DSP	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
EPS8L2	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
ESYT1	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
FAM129B	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
FBN1	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
FLII	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
FLNB	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
GPI	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
GPX4	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
HCFC1	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
HNRNPU	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
HNRNPUL2	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
IDH2	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
IQGAP1	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
KRT19	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
LMF2	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
LTBP2	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
MAZ	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
MCM7	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
MFAP4	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
MGAT4B	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
MRC2	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
MUC6	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
NFKBIA	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
NPDC1	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
OS9	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
PCNX3	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
PFKL	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
PPDPF	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
PPP6R1	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
PRKDC	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
PSAP	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
PSMB4	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
PXN	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
SBF1	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
SEC61A1	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
SF3A1	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
SFTPB	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
SLC25A39	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
SRCAP	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
STAT3	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
SUN2	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
TAGLN	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
THBS2	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
TMEM8A	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
TNFRSF1A	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
TNS2	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
TPM2	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
TRIP12	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
VIM	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
ZNF512B	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
ZYX	0	0	0	0	0	0	3	0	3	1	1	27	3.7037037037037033
AARS	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
ABCA2	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
ADAM15	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
AP3D1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
APH1A	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
APRT	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
ARAP1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
ARF1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
ARL6IP4	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
ATXN2L	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
BIRC6	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
BSG	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
CALM3	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
CAPN1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
CD74	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
CD81	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
CELA3A	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
CIB1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
CIC	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
CIRBP	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
CNPY2	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
COPA	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
COPB2	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
COPS6	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
CPB1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
CPNE1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
CPSF1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
CSDE1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
CTNNB1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
CTSB	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
CTSD	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
CYC1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
DDB1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
DDIT4	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
DDX3X	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
DES	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
DGAT2L6	0	0	0	0	1	1	0	0	2	1	1	27	3.7037037037037033
DUSP1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
DVL3	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
ECH1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
EIF3A	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
ELF3	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
ELN	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
EMC10	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
ENG	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
EPAS1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
EPN1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
ERBB3	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
ERO1A	1	0	0	0	0	1	0	0	2	1	1	27	3.7037037037037033
EZR	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
FAM234A	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
FAT1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
FBL	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
FKBP10	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
FOS	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
FURIN	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
GDI1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
GLUL	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
GPAA1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
GPX3	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
GSN	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
GSTP1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
GUK1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
H2AFZ	1	0	1	0	0	0	0	0	2	1	1	27	3.7037037037037033
HGS	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
HLA-B	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
HNRNPAB	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
IFI30	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
IGLV3-1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
IGLV4-69	0	0	0	0	1	0	1	0	2	1	1	27	3.7037037037037033
ILF2	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
ILF3	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
ILK	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
IMPDH2	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
INPPL1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
INTS1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
ITGB4	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
ITM2C	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
KANK2	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
KHSRP	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
KIAA1522	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
KIF1C	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
LAMB1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
MDH2	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
MDK	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
MFN2	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
MIDN	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
MKNK2	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
MLF2	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
MMP14	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
MMS19	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
MRPL51	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
MSLN	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
MTSS1L	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
MUC1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
MVP	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
MYL6	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
MYO18A	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
NACA2	0	0	0	0	2	0	0	0	2	1	1	27	3.7037037037037033
NDUFV1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
NOLC1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
NR4A1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
NUCB1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
OAS3	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
OAZ1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
PAPOLA	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
PFDN5	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
PHB2	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
PKD1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
PKN1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
PLAT	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
PLOD3	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
PNKP	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
PNLIP	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
PRLR	0	0	2	0	0	0	0	0	2	1	1	27	3.7037037037037033
PRRC2B	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
PSMB6	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
PSMC4	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
PSME1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
PTBP1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
PTK7	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
PTMS	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
PTPRF	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
RABAC1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
RACK1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
REG1A	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
RETREG2	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
RPL28	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
RPL8	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
SELENON	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
SEPT9	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
SFTPC	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
SKI	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
SLC25A3	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
SLC2A1	0	0	0	0	0	0	2	0	2	1	1	27	3.7037037037037033
